Datenum RHTd Global Event NonEvent
734182 NaN 90.0617647058824 0 1
734186 NaN 89.6677777777778 0 1
734187 NaN 147.592777777778 0 1
734188 NaN 82.2477777777778 0 1
734194 NaN 185.402105263158 0 1
734196 NaN 52.3295 0 1
734198 NaN 32.689 0 1
734199 NaN 76.758 0 1
734200 NaN 77.524 0 1
734202 NaN 208.380476190476 1 0
734203 NaN 134.684285714286 0 1
734208 NaN 104.221363636364 0 1
734210 NaN 190.1 1 0
734212 NaN 240.516363636364 1 0
734216 NaN 89.72125 0 1
734223 72.4259090909091 215.835833333333 0 1
734224 NaN NaN 0 1
734225 97.6557142857143 50.9365384615385 0 1
734228 81.0515384615385 211.905384615385 1 0
734231 96.3726923076923 60.1188461538462 0 1
734232 98.2815384615384 58.1430769230769 0 1
734233 97.3776923076923 52.1830769230769 0 1
734241 55.8075 253.118571428571 1 0
734243 61.6614285714286 252.879285714286 1 0
734251 72.5116666666667 178.537 0 1
734255 NaN 158.092258064516 0 1
734257 NaN 63.1083870967742 0 1
734258 NaN 72.5058064516129 0 1
734266 NaN 45.8672727272727 0 1
734267 NaN 80.2369696969697 0 1
734268 96.65 75.8772727272727 0 1
734269 80.9639393939394 169.601212121212 0 1
734271 66.6645454545454 299.168484848485 0 1
734273 40.0332352941176 345.134117647059 0 1
734275 54.5461764705882 294.687352941176 0 1
734276 85.7725714285714 117.843142857143 0 1
734279 46.4794285714286 347.142285714286 0 1
734281 89.7940625 119.01875 0 1
734284 80.428 193.809444444444 0 1
734286 94.8151428571428 86.0391666666667 0 1
734287 85.7205555555556 186.985277777778 0 1
734302 85.8378947368421 167.786052631579 0 1
734314 60.1852631578947 272.59447368421 0 1
734315 70.7268421052632 313.948157894737 0 1
734325 56.6051351351351 307.853243243243 0 1
734326 78.9654054054054 212.33 0 1
734327 65.3597222222222 245.602222222222 0 1
734328 58.5866666666667 270.853333333333 0 1
734329 56.9475 296.668333333333 0 1
734332 50.9058333333333 338.632222222222 0 1
734335 NaN 248.379444444444 0 1
734336 NaN 328.164722222222 0 1
734338 47.635 351.850277777778 0 1
734339 67.5788888888889 225.246111111111 0 1
734341 61.8951515151515 285.983142857143 0 1
734342 52.0035294117647 358.654705882353 1 0
734344 81.4455882352941 175.505588235294 0 1
734345 65.66 240.72 0 1
734346 62.7961764705882 249.478235294118 0 1
734348 48.7011764705882 306.624411764706 0 1
734351 61.7914705882353 282.68205882353 0 1
734352 59.4923529411765 236.426764705882 0 1
734353 65.7927272727273 237.630606060606 0 1
734354 81.280625 206.41375 0 1
734355 69.4174193548387 254.7246875 0 1
734356 56.169375 338.8178125 0 1
734360 86.1565625 177.0359375 0 1
734361 81.0153125 181.2128125 0 1
734363 60.051875 296.4553125 0 1
734364 77.9209677419355 246.358064516129 0 1
734371 74.9313333333333 181.218 0 1
734372 69.229 252.877333333333 0 1
734373 85.0276666666666 179.914 0 1
734374 89.7227586206896 124.56 0 1
734375 84.06 199.81275862069 0 1
734376 87.4310344827586 81.2251724137931 0 1
734378 91.7557142857143 109.645 0 1
734379 75.0889285714286 137.135357142857 0 1
734384 90.7333333333333 66.6196296296296 0 1
734386 81.8881481481481 127.781851851852 0 1
734387 75.0818518518519 204.378148148148 0 1
734389 76.7833333333333 115.640740740741 0 1
734390 62.872 179.862692307692 1 0
734391 78.0525 221.547307692308 1 0
734392 NaN 37.8669230769231 0 1
734394 NaN 46.498 0 1
734395 NaN 133.586 0 1
734396 NaN 36.5156 0 1
734397 NaN 138.162 0 1
734398 NaN 139.7136 0 1
734399 NaN 124.282 0 1
734400 NaN 101.8812 0 1
734402 NaN 29.1026086956522 0 1
734403 NaN 120.772173913043 0 1
734404 NaN 47.4404347826087 0 1
734405 NaN 65.5921739130435 0 1
734406 NaN 44.295652173913 0 1
734407 NaN 245.607391304348 1 0
734413 100.670476190476 78.8040909090909 0 1
734414 95.5428571428571 80.3995238095238 0 1
734415 71.5276190476191 135.500952380952 0 1
734416 74.145 168.777142857143 0 1
734417 72.2457142857143 200.518571428571 0 1
734418 67.7257142857143 184.670476190476 0 1
734419 93.4861904761905 31.4247619047619 0 1
734421 70.259 112.6115 1 0
734430 85.1684210526316 34.2626315789474 0 1
734431 97.3716666666667 24.8516666666667 0 1
734435 NaN 39.1338888888889 0 1
734436 NaN 42.9983333333333 0 1
734437 NaN 56.6164705882353 0 1
734442 NaN 7.83625 0 1
734445 NaN 18.710625 0 1
734446 NaN 22.946875 0 1
734447 NaN 27.328125 0 1
734448 NaN 40.1806666666667 0 1
734451 NaN 29.0326666666667 0 1
734452 NaN 13.0686666666667 0 1
734455 NaN 16.0871428571429 0 1
734456 NaN 30.3321428571429 0 1
734457 NaN 14.5021428571429 0 1
734458 NaN 14.7157142857143 0 1
734459 NaN 16.2638461538462 0 1
734460 NaN 12.3307692307692 0 1
734461 NaN 22.4446153846154 0 1
734462 NaN 16.5907692307692 0 1
734463 NaN 31.9376923076923 0 1
734464 NaN 57.6253846153846 0 1
734469 NaN 22.0133333333333 0 1
734472 NaN 17.8881818181818 0 1
734476 NaN 13.4518181818182 0 1
734477 NaN 6.84545454545454 0 1
734481 NaN 5.52818181818182 0 1
734482 NaN 28.7572727272727 0 1
734485 NaN 32.3827272727273 0 1
734486 NaN 38.1518181818182 0 1
734488 NaN 8.06272727272727 0 1
734495 NaN 34.764 0 1
734496 NaN 14.535 0 1
734497 NaN 25.7533333333333 0 1
734498 NaN NaN 0 1
734499 NaN 8.111 0 1
734500 NaN 9.309 0 1
734501 NaN 7.543 0 1
734502 NaN 6.338 0 1
734503 NaN 14.472 0 1
734504 NaN 14.232 0 1
734507 NaN 30.63 0 1
734508 NaN 22.5590909090909 0 1
734512 NaN 4.37 0 1
734513 NaN 11.2958333333333 0 1
734514 NaN 12.4366666666667 0 1
734516 NaN 18.5 0 1
734517 NaN 21.845 0 1
734518 NaN 70.7833333333333 0 1
734519 NaN 15.6533333333333 0 1
734522 NaN 27.5992307692308 0 1
734523 NaN 13.2092307692308 0 1
734524 NaN 21.58 0 1
734526 NaN 16.8907142857143 0 1
734527 NaN 18.095 0 1
734529 NaN 74.7521428571429 0 1
734534 NaN 30.4046666666667 0 1
734535 NaN 76.0593333333333 0 1
734536 NaN 48.0873333333333 0 1
734537 NaN 22.972 0 1
734539 NaN 36.76 0 1
734544 NaN 116.818235294118 0 1
734546 NaN 142.281428571429 1 0
734548 NaN 162.855882352941 0 1
734549 NaN 153.874705882353 0 1
734554 NaN 124.432777777778 0 1
734559 NaN 56.0352631578948 0 1
734560 NaN 27.132 0 1
734561 NaN 120.9315 0 1
734562 NaN 156.5395 0 1
734563 NaN 58.0715 0 1
734567 NaN NaN 1 0
734570 NaN 73.9159090909091 0 1
734572 NaN 70.7036363636363 0 1
734577 NaN 269.195454545455 1 0
734578 NaN 263.238695652174 1 0
734580 NaN 220.496666666667 1 0
734581 NaN 59.5558333333333 0 1
734583 NaN 87.48125 0 1
734588 NaN 201.44625 1 0
734591 NaN 232.256538461538 1 0
734594 NaN 203.334230769231 1 0
734595 NaN 71.4661538461538 0 1
734596 NaN 46.8080769230769 0 1
734597 NaN 44.8165384615385 0 1
734599 NaN 59.2914814814815 0 1
734600 NaN 76.71 0 1
734601 NaN 133.62 0 1
734603 NaN 336.424642857143 1 0
734604 NaN 87.2878571428571 0 1
734605 NaN 84.8589285714286 0 1
734606 NaN 132.510714285714 0 1
734607 NaN 198.949285714286 0 1
734611 NaN 292.527586206897 1 0
734612 NaN 381.115517241379 1 0
734613 NaN 96.4824137931034 0 1
734615 NaN 228.63 0 1
734620 NaN 355.168709677419 1 0
734621 NaN 368.974838709677 1 0
734625 NaN 269.81625 0 1
734626 NaN 182.4946875 0 1
734629 NaN 398.774545454545 1 0
734630 NaN 404.406666666667 1 0
734631 NaN 401.080909090909 1 0
734634 NaN 354.539393939394 0 1
734639 NaN 129.092058823529 0 1
734642 NaN 120.088857142857 0 1
734652 NaN 86.0372222222222 0 1
734653 NaN 183.737222222222 0 1
734655 NaN 326.868108108108 0 1
734659 NaN 432.900810810811 1 0
734660 NaN 377.973513513514 1 0
734665 NaN 399.867027027027 0 1
734669 NaN 124.077894736842 0 1
734670 NaN 319.315 0 1
734677 NaN 93.5842105263158 0 1
734678 NaN 180.5 0 1
734679 NaN 135.250526315789 0 1
734680 NaN 298.482105263158 0 1
734685 NaN 267.335789473684 0 1
734686 NaN 293.790454545454 0 1
734688 NaN 80.8797368421053 0 1
734690 62.6934482758621 301.826756756757 0 1
734691 53.1251351351351 345.056486486486 0 1
734696 93.0194444444444 130.8075 0 1
734699 71.5688888888889 183.332222222222 0 1
734706 63.8994285714286 370.777428571429 0 1
734707 72.4652941176471 301.065588235294 0 1
734709 58.5135294117647 354.618529411765 0 1
734717 54.7932352941177 339.251470588235 1 0
734721 82.909375 120.5609375 0 1
734724 83.979375 188.7896875 0 1
734727 61.3375 281.547 0 1
734728 57.33 308.513125 0 1
734729 62.2503225806452 280.927096774194 0 1
734730 81.6816129032258 153.933225806452 0 1
734731 88.1823333333333 128.328 0 1
734732 80.5583333333334 247.201 0 1
734733 93.064 113.242666666667 0 1
734734 67.122 345.513 0 1
734735 78.5533333333333 194.260333333333 0 1
734736 88.2093333333333 117.093 0 1
734737 85.47 184.187 0 1
734741 78.6727586206897 180.126896551724 0 1
734742 65.8964285714286 313.606785714286 0 1
734744 80.7882142857143 215.222142857143 0 1
734747 94.1496428571428 113.191785714286 0 1
734748 95.9560714285714 129.680357142857 0 1
734749 87.2814814814815 163.755185185185 0 1
734750 76.617037037037 243.012222222222 0 1
734753 82.2255555555556 123.68 0 1
734754 87.9888888888889 128.594814814815 0 1
734755 95.375 93.4173076923077 0 1
734756 89.6511538461538 157.096153846154 0 1
734770 84.3778260869565 81.9139130434783 0 1
734772 90.4791304347826 101.598695652174 0 1
734777 69.5863636363636 239.273636363636 1 0
734779 86.0123809523809 112.377142857143 0 1
734782 99.3647619047619 34.9333333333333 0 1
734786 99.441 36.222 0 1
734789 80.728 68.0285 0 1
734790 65.618947368421 177.048947368421 1 0
734792 84.5221052631579 32.8068421052632 0 1
734793 77.171052631579 78.0110526315789 0 1
734794 85.9373684210526 23.4957894736842 0 1
734796 73.3011111111111 137.551666666667 0 1
734799 99.7877777777778 48.9588888888889 0 1
734800 86.7655555555556 62.9366666666667 0 1
734801 78.1011111111111 122.945 0 1
734802 93.2023529411765 48.0658823529412 0 1
734804 99.064705882353 14.3523529411765 0 1
734806 96.2305882352941 14.7694117647059 0 1
734808 99.13125 22.094375 0 1
734809 93.69875 11.433125 0 1
734812 82.55625 24.71875 0 1
734813 82.5486666666667 29.0713333333333 0 1
734814 98.4313333333333 21.936 0 1
734815 90.772 44.9253333333333 0 1
734816 98.8666666666667 48.934 0 1
734817 94.9166666666667 28.084 0 1
734818 99.465 13.335 0 1
734819 97.81 23.8778571428571 0 1
734820 87.9792857142857 24.625 0 1
734821 89.0478571428571 33.6028571428571 0 1
734826 93.7153846153846 16.6076923076923 0 1
734827 85.4646153846154 75.6269230769231 0 1
734828 98.7415384615385 16.9884615384615 0 1
734829 93.1246153846154 16.7061538461538 0 1
734830 99.4507692307692 9.54769230769231 0 1
734834 99.8591666666667 10.7475 0 1
734838 94.8218181818182 20.3390909090909 0 1
734839 92.1063636363636 15.0818181818182 0 1
734841 96.3090909090909 11.7854545454545 0 1
734842 87.0754545454545 37.5118181818182 0 1
734844 98.9154545454545 13.8245454545455 0 1
734845 99.4527272727273 11.5009090909091 0 1
734846 92.9736363636364 2.99727272727273 0 1
734847 99.3109090909091 5.80363636363636 0 1
734850 99.24 10.3327272727273 0 1
734851 98.4536363636364 11.3636363636364 0 1
734852 99.1436363636364 4.62454545454545 0 1
734853 94.2954545454545 11.7218181818182 0 1
734854 94.669 6.442 0 1
734855 98.439 5.39 0 1
734856 99.915 8.751 0 1
734857 98.799 7.843 0 1
734858 95.596 11.078 0 1
734859 95.246 8.3 0 1
734860 99.502 5.213 0 1
734861 98.54 11.764 0 1
734862 98.297 8.806 0 1
734864 66.348 22.001 0 1
734866 97.913 11.025 0 1
734867 99.323 8.389 0 1
734869 99.452 15.814 0 1
734870 94.158 6.454 0 1
734871 98.756 15.39 0 1
734872 98.9927272727273 6.52181818181818 0 1
734873 96.6390909090909 17.9081818181818 0 1
734874 93.1791666666667 12.0491666666667 0 1
734875 99.2308333333333 21.3625 0 1
734876 97.1233333333333 30.935 0 1
734877 96.6066666666667 21.0808333333333 0 1
734878 94.5783333333333 22.1941666666667 0 1
734879 90.5483333333333 16.3508333333333 0 1
734880 94.195 6.21666666666667 0 1
734881 92.333 18.5666666666667 0 1
734882 94.5108333333333 NaN 0 1
734883 95.5216666666667 54.2454545454545 0 1
734884 92.065 23.96 0 1
734885 93.6925 19.6558333333333 0 1
734886 94.4766666666667 19.6833333333333 0 1
734887 NaN 22.1030769230769 0 1
734888 92.9130769230769 12.4 0 1
734889 92.2607692307692 21.6946153846154 0 1
734890 95.5561538461538 28.6876923076923 0 1
734891 99.1264285714286 20.6257142857143 0 1
734892 97.8930769230769 53.5935714285714 0 1
734893 97.05 54.375 0 1
734894 96.1935714285714 45.975 0 1
734895 94.1628571428572 42.7557142857143 0 1
734896 93.8707142857143 63.71 0 1
734897 96.8192857142857 58.0821428571428 0 1
734898 93.6013333333333 80.8313333333333 0 1
734899 92.0726666666667 91.068 0 1
734900 89.3133333333333 122.738666666667 0 1
734901 NaN 128.014 0 1
734902 90.7814285714286 112.296666666667 0 1
734903 91.96875 81.084 0 1
734904 91.18 81.594375 0 1
734905 83.783125 112.154375 0 1
734907 94.765 104.62375 0 1
734908 91.720625 139.82125 0 1
734909 96.8723529411765 117.899411764706 0 1
734910 94.6129411764706 44.7317647058823 0 1
734911 96.9217647058823 54.5811764705882 0 1
734912 98.2935294117647 38.5894117647059 0 1
734913 96.194 33.3123529411765 0 1
734914 96.4429411764706 39.7141176470588 0 1
734915 90.7911111111111 80.5944444444444 0 1
734916 NaN 40.3433333333333 0 1
734920 96.1990909090909 42.7715789473684 1 0
734922 94.5317647058824 66.1242105263158 0 1
734923 96.8047368421053 41.1 0 1
734924 98.784 74.2868421052632 0 1
734931 74.054 221.601 1 0
734936 72.1072727272727 236.696363636364 0 1
734937 86.4040909090909 49.7559090909091 0 1
734946 49.7220833333333 272.970833333333 1 0
734947 97.9583333333333 52.9279166666667 0 1
734950 87.8229166666667 105.934166666667 0 1
734951 56.04375 256.302916666667 1 0
734952 98.5241666666667 77.6795833333333 0 1
734956 64.0930769230769 194.869615384615 1 0
734958 82.6646153846154 115.176538461538 0 1
734965 60.6461904761905 231.174074074074 1 0
734972 97.7467857142857 103.409642857143 0 1
734973 98.9921428571429 45.3303571428572 0 1
734974 77.9944827586207 163.018965517241 0 1
734975 67.3737931034483 224.889310344828 0 1
734987 73.9622580645161 142.298709677419 0 1
734988 50.9877419354839 364.386129032258 1 0
734990 37.7312903225806 391.2421875 1 0
734992 46.8265625 297.7459375 1 0
734994 97.5118181818182 47.6245454545455 0 1
734995 56.0630303030303 249.239090909091 1 0
734997 29.6985714285714 336.230303030303 1 0
734999 81.3548484848485 73.8648484848485 0 1
735000 98.6642424242424 51.4854545454545 0 1
735005 40.3429411764706 282.107647058823 0 1
735006 90.6826470588235 102.51037037037 0 1
735010 60.2051428571428 349.862857142857 0 1
735011 34.8771428571429 398.794285714286 1 0
735012 37.0044117647059 423.385714285714 1 0
735016 47.7511111111111 412.65 1 0
735018 43.5028571428571 365.853333333333 1 0
735028 49.4889189189189 374.450540540541 1 0
735029 77.3797297297297 176.935675675676 0 1
735031 69.2867567567567 246.160810810811 0 1
735035 46.907 365.444838709677 1 0
735039 94.5131578947368 76.0921052631579 0 1
735042 42.4673684210526 416.812894736842 1 0
735044 85.8631578947368 71.7618421052631 0 1
735045 78.4423684210526 286.940263157895 0 1
735046 77.4302631578947 222.803157894737 0 1
735048 58.374 401.868965517241 1 0
735050 67.2157894736842 119.927631578947 1 0
735052 59.2302631578947 336.761052631579 0 1
735053 60.1668421052632 356.451578947368 0 1
735055 45.2281081081081 327.748918918919 0 1
735056 46.8864864864865 402.794324324324 0 1
735057 74.9619444444444 167.243333333333 0 1
735058 79.835 250.342222222222 0 1
735060 85.3583333333333 129.805 0 1
735061 87.8463888888889 176.103888888889 0 1
735062 91.995 176.056111111111 0 1
735064 78.0188888888889 216.818055555556 0 1
735066 85.9327777777778 155.428333333333 0 1
735067 89.9377777777778 132.435 0 1
735068 65.2730555555555 269.889722222222 0 1
735069 75.8480555555556 247.825 0 1
735071 72.9651428571429 239.431428571429 0 1
735074 82.8155882352941 166.398235294118 0 1
735075 77.2352941176471 210.083823529412 0 1
735076 75.6185294117647 240.085294117647 0 1
735077 57.2082352941176 354.239117647059 0 1
735079 84.5926470588235 270.630882352941 0 1
735084 73.031875 202.4690625 0 1
735085 78.03875 219.7559375 0 1
735087 77.3009375 231.0475 0 1
735089 87.6471875 101.11625 0 1
735096 60.7466666666667 270.426333333333 0 1
735100 77.9443333333333 200.507333333333 0 1
735102 66.048 268.854333333333 0 1
735103 93.0206666666666 92.66 0 1
735104 85.3375862068966 203.250344827586 0 1
735105 72.7524137931035 271.546551724138 1 0
735107 80.2196428571428 230.403928571429 0 1
735108 87.4710714285714 128.105 0 1
735109 93.6842857142857 96.5114285714286 0 1
735110 92.7439285714286 120.062142857143 1 0
735111 81.5135714285714 208.896428571429 0 1
735112 80.7732142857143 206.664642857143 0 1
735114 87.4548148148148 141.80037037037 0 1
735117 68.6588888888889 222.16962962963 0 1
735118 67.5485185185185 189.444814814815 0 1
735119 86.1131818181818 118.626956521739 0 1
735120 90.4984615384616 161.300384615385 0 1
735122 88.8796153846154 96.5688461538462 0 1
735128 74.0992 274.4096 0 1
735129 88.8624 39.2684 0 1
735134 92.4021739130435 140.632608695652 0 1
735135 94.1582608695653 58.0208695652174 0 1
735136 95.1895652173913 46.6665217391304 0 1
735138 88.7434782608696 88.3234782608696 0 1
735139 98.9352173913043 19.7282608695652 0 1
735142 94.8186363636364 96.1768181818182 0 1
735143 94.4672727272727 76.9218181818182 0 1
735144 95.0166666666667 41.0957142857143 0 1
735145 87.9280952380953 115.92619047619 0 1
735146 87.967619047619 47.1671428571429 0 1
735147 98.2557142857143 22.1 0 1
735148 86.4447619047619 98.2319047619047 0 1
735149 96.8347619047619 65.1342857142857 0 1
735150 94.7684615384615 83.4309523809524 0 1
735151 96.5164705882353 68.25 0 1
735152 97.761 39.0305 0 1
735153 86.1145 121.854 0 1
735154 88.468 85.127 0 1
735155 97.6768421052631 45.2326315789474 0 1
735156 97.7775 54.9136842105263 0 1
735161 86.7427777777778 44.5505555555556 0 1
735163 97.045 49.4172222222222 0 1
735166 89.46 54.2394444444444 1 0
735168 81.0523529411765 111.489411764706 1 0
735173 90.690625 28.5425 0 1
735175 99.24 7.415 0 1
735176 NaN 19.6525 0 1
735177 99.2408333333333 44.245 0 1
735178 NaN 28.0066666666667 0 1
735179 91.4486666666667 45.3213333333333 0 1
735183 90.7635714285714 22.9535714285714 0 1
735184 NaN 7.87785714285714 0 1
735185 96.7671428571429 16.175 1 0
735187 NaN 8.20928571428571 0 1
735189 93.291 41.3753846153846 0 1
735190 97.2715384615385 8.89 0 1
735191 99.414 5.85384615384615 0 1
735192 84.6546153846154 29.08 0 1
735193 83.7592307692308 7.96307692307692 0 1
735194 95.1407692307692 12.0746153846154 0 1
735195 80.4661538461539 10.7846153846154 0 1
735196 98.54 8.47461538461538 0 1
735197 97.9133333333333 20.5530769230769 0 1
735198 99.1683333333333 18.885 0 1
735199 97.4075 17.7075 0 1
735200 98.0358333333333 8.79 0 1
735204 NaN 19.1190909090909 0 1
735206 NaN 31.6409090909091 0 1
735207 NaN 64.8836363636364 0 1
735208 NaN 33.37 0 1
735209 NaN 9.29727272727273 0 1
735210 NaN 12.9381818181818 0 1
735212 NaN 14.6263636363636 0 1
735213 93.1433333333333 13.3209090909091 0 1
735214 90.3118181818182 9.36272727272727 0 1
735215 94.6663636363637 7.72181818181818 0 1
735216 94.2727272727273 5.47454545454546 0 1
735217 94.1172727272727 8.50636363636364 0 1
735218 90.7936363636364 11.4090909090909 0 1
735219 89.516 8.219 0 1
735220 89.526 25.503 0 1
735223 85.396 14.926 0 1
735224 86.664 19.796 0 1
735225 80.019 38.214 0 1
735228 86.343 17.123 0 1
735229 82.63 19.958 0 1
735230 99.26 11.234 0 1
735231 93.397 18.75 0 1
735232 86.806 19.406 0 1
735233 NaN 5.051 0 1
735234 NaN 13.587 0 1
735235 NaN 7.747 0 1
735236 94.535 12.275 0 1
735237 91.008 15.817 0 1
735238 99.6333333333333 17.5063636363636 0 1
735240 92.5733333333333 14.96 0 1
735241 91.4708333333333 21.69 0 1
735242 99.48 9.56916666666667 0 1
735244 93.565 10.77 0 1
735245 91.0816666666667 12.4991666666667 0 1
735246 87.9341666666667 31.5816666666667 0 1
735247 95.3983333333333 21.0983333333333 0 1
735248 95.19 14.2491666666667 0 1
735250 90.9733333333333 24.9608333333333 0 1
735256 91.0107692307692 53.3953846153846 0 1
735257 90.4542857142857 47.6992857142857 0 1
735258 88.0457142857143 45.765 0 1
735259 93.9042857142857 40.28 0 1
735260 93.6535714285714 15.1528571428571 0 1
735261 92.685 11.7064285714286 0 1
735262 93.7878571428571 14.1392857142857 0 1
735263 95.7978571428572 26.2914285714286 0 1
735264 96.946 10.7393333333333 0 1
735265 NaN 20.2126666666667 0 1
735266 94.5153333333333 34.832 0 1
735267 93.9086666666667 43.144 0 1
735268 87.186 60.3386666666667 0 1
735269 93.7086666666667 42.8926666666667 0 1
735270 89.604375 31.918125 0 1
735271 93.22875 35.635625 0 1
735272 90.860625 57.95125 0 1
735273 91.54875 37.89625 0 1
735274 94.849375 36.985 0 1
735275 96.2647058823529 33.5247058823529 0 1
735276 96.2235294117647 52.6905882352941 0 1
735277 96.75 46.3441176470588 0 1
735278 99.63625 17.2882352941177 0 1
735279 99.1264705882353 18.6611764705882 0 1
735280 97.6547058823529 26.2676470588235 0 1
735281 95.405 43.86 0 1
735283 96.1711111111111 54.8133333333333 0 1
735285 82.2227777777778 151.807222222222 1 0
735298 94.792380952381 67.5942857142857 0 1
735302 57.2231818181818 239.114545454545 1 0
735304 54.9654545454546 223.098181818182 1 0
735308 56.5813636363636 277.251818181818 1 0
735309 41.7373913043478 269.466086956522 1 0
735311 37.74125 282.166666666667 1 0
735313 26.2370833333333 281.412916666667 1 0
735314 48.6379166666667 269.78625 1 0
735315 63.6691666666667 264.839583333333 1 0
735317 50.7658333333333 259.255416666667 1 0
735319 42.59125 322.122083333333 1 0
735320 43.0116666666667 289.272083333333 1 0
735321 56.3069230769231 252.220384615385 1 0
735322 36.7884615384615 320.808846153846 1 0
735324 37.6992307692308 329.257307692308 1 0
735326 46.3276923076923 320.185 1 0
735328 49.1619230769231 287.661153846154 1 0
735329 37.2896153846154 352.602692307692 1 0
735330 39.5792592592592 352.902592592593 1 0
735331 65.4277777777778 183.634074074074 1 0
735334 33.24 360.513214285714 1 0
735336 93.1710714285714 84.7417857142857 0 1
735337 99.57 38.8964285714286 0 1
735339 85.8403571428571 132.765 0 1
735341 87.658275862069 159.084482758621 0 1
735342 85.12 97.6058620689655 0 1
735344 43.9551724137931 351.314482758621 1 0
735345 40.0343333333333 375.186 1 0
735346 40.0626666666667 330.286666666667 1 0
735347 83.2126666666667 137.882 0 1
735349 50.6406666666667 295.229 1 0
735350 86.1203225806451 111.74 0 1
735351 78.7316129032258 205.857419354839 0 1
735354 88.4277419354839 173.001290322581 0 1
735359 92.7528125 73.4784375 0 1
735360 46.7730303030303 389.208484848485 1 0
735362 36.7678787878788 406.684848484848 1 0
735363 85.439696969697 143.747272727273 0 1
735369 47.9385294117647 387.719411764706 1 0
735371 48.2314705882353 308.258235294118 0 1
735378 85.5962857142857 102.736285714286 0 1
735382 40.2316666666667 350.568055555556 0 1
735386 70.0872972972973 203.323513513513 0 1
735392 80.2709090909091 263.762702702703 0 1
735396 80.6045945945946 172.751081081081 0 1
735400 64.4821052631579 282.387105263158 1 0
735401 76.8963157894737 217.026315789474 1 0
735406 70.5676315789474 244.505 0 1
735411 60.8478947368421 352.043947368421 1 0
735412 82.07 185.771315789474 1 0
735416 76.7955263157895 190.029210526316 1 0
735419 62.2615789473684 289.423947368421 1 0
735423 NaN 288.889722222222 1 0
735424 48.9670588235294 371.673055555555 1 0
735428 47.8741666666667 366.361666666667 1 0
735436 NaN 164.890833333333 0 1
735437 NaN 90.6597142857143 0 1
735438 NaN 195.205882352941 0 1
735439 NaN 197.558529411765 0 1
735441 36.59 407.894117647059 1 0
735447 NaN 219.942352941176 0 1
735448 NaN 161.437941176471 0 1
735460 NaN 57.7483870967742 0 1
735461 NaN 135.401935483871 0 1
735463 NaN 102.876666666667 0 1
735464 NaN 196.629333333333 0 1
735465 NaN 214.496666666667 1 0
735470 54.8427586206897 325.598275862069 1 0
735472 NaN 338.471724137931 1 0
735480 NaN 216.830740740741 0 1
735486 NaN 95.8392307692308 0 1
735487 NaN 257.952692307692 0 1
735488 NaN 109.090769230769 0 1
735502 NaN 225.149130434783 1 0
735503 NaN 59.2108695652174 0 1
735505 NaN 104.756086956522 0 1
735506 NaN 95.2417391304348 0 1
735508 NaN 84.5713636363636 0 1
735509 NaN 107.371363636364 1 0
735512 NaN 119.087647058824 0 1
735514 NaN 131.750952380952 1 0
735515 NaN 75.4119047619048 0 1
735516 NaN 22.8809523809524 0 1
735522 NaN 127.016315789474 1 0
735523 NaN 149.215789473684 1 0
735530 NaN 12.3788888888889 0 1
735531 NaN 31.2688888888889 0 1
735533 NaN 20.8570588235294 0 1
735539 NaN 50.805625 0 1
735541 NaN 28.443125 0 1
735547 NaN 20.9813333333333 0 1
735548 NaN 26.044 0 1
735554 NaN 50.6971428571429 0 1
735555 NaN 53.27 1 0
735556 NaN 37.9223076923077 0 1
735557 NaN 8.29692307692308 0 1
735559 NaN 12.7330769230769 0 1
735561 NaN 21.1576923076923 0 1
735567 NaN 31.0809090909091 0 1
735568 NaN 14.7881818181818 1 0
735571 NaN 33.7545454545455 0 1
735573 NaN 13.8127272727273 1 0
735574 NaN 15.4254545454545 0 1
735578 NaN 13.3763636363636 0 1
735579 NaN 30.7045454545455 0 1
735580 NaN 13.3145454545455 0 1
735581 NaN 22.1781818181818 0 1
735582 NaN 24.93 0 1
735583 NaN 13.0545454545455 0 1
735584 NaN 4.42 0 1
735588 NaN 8.781 0 1
735592 NaN 7.378 0 1
735593 NaN 2.55 0 1
735595 NaN 3.009 0 1
735596 NaN 1.945 0 1
735597 NaN 9.708 0 1
735598 NaN 9.273 0 1
735601 NaN 5.745 0 1
735603 NaN NaN 0 1
735609 NaN 13.4283333333333 0 1
735612 NaN 37.695 0 1
735617 NaN 67.1916666666667 0 1
735622 NaN 55.6742857142857 0 1
735625 NaN 23.0292857142857 0 1
735626 NaN 59.84 0 1
735631 NaN 14.4973333333333 0 1
735632 NaN 28.3573333333333 0 1
735637 NaN 18.779375 0 1
735638 NaN 8.6125 0 1
735639 NaN 36.95125 0 1
735640 NaN 19.2352941176471 0 1
735645 NaN 23.8988235294118 0 1
735646 NaN 14.4622222222222 0 1
735649 NaN 35.8183333333333 0 1
735650 NaN 60.6216666666667 0 1
735653 NaN 29.4694736842105 0 1
735654 NaN NaN 0 1
735656 NaN 75.845 0 1
735658 NaN 43.1735 0 1
735660 NaN 32.8885 0 1
735661 NaN 28.642 0 1
735663 NaN 61.8490476190476 0 1
735664 NaN 78.9028571428571 0 1
735665 NaN 56.1671428571429 0 1
735667 NaN 128.119545454545 0 1
735676 NaN 85.59875 0 1
735677 NaN 99.5058333333333 0 1
735679 NaN 85.4620833333334 1 0
735682 NaN 253.675416666667 1 0
